1,1,30.343873,-1
1,5,83.414464,1
1,6,99.136801,1
1,10,66.671163,-1
1,11,102.368583,1
1,14,187.595480,1
1,15,177.165439,-1
1,16,84.090429,1
1,17,126.182171,1
1,19,101.772964,-1
1,21,140.999322,-1
1,23,70.126423,1
1,26,86.445373,-1
1,28,229.881972,1
1,29,177.288458,-1
1,30,197.233460,-1
1,31,173.817174,1
1,34,20.423207,-1
1,35,6.642535,1
1,36,23.022682,1
1,37,75.764730,-1
1,38,50.417623,1
1,42,177.728381,-1
1,44,53.165830,1
1,47,187.930963,1
1,48,31.304954,1
1,49,170.440975,-1
1,50,233.217216,-1
1,51,85.774390,1
1,53,39.323647,1
1,55,69.119458,-1
1,56,113.298013,1
1,57,78.885701,-1
1,58,87.911310,1
1,59,47.478504,-1
1,60,65.236489,1
1,62,82.675344,-1
1,63,106.660959,1
1,65,148.500908,-1
1,67,11.443892,1
1,68,95.114285,-1
1,70,132.404855,1
1,73,176.304884,1
1,74,189.902997,-1
1,75,269.994707,1
1,76,116.519128,1
1,77,199.797661,1
1,78,53.611501,1
1,79,64.566488,-1
1,82,7.015244,-1
1,84,138.711204,1
1,85,131.601193,1
1,86,64.553755,-1
1,87,40.727118,1
1,90,119.335127,-1
1,91,1.383925,-1
1,92,17.928099,-1
1,93,146.380696,-1
1,94,206.240237,1
1,96,150.239691,-1
1,97,29.869046,1
1,98,59.149093,1
1,100,67.587054,-1
1,104,51.955292,1
1,105,49.758284,1
1,109,69.860644,-1
1,111,61.262237,-1
1,112,64.282389,-1
1,113,32.155352,-1
1,117,224.361396,-1
1,119,9.994641,1
1,120,186.890301,-1
1,125,211.532710,1
1,126,200.417459,1
1,130,55.695001,-1
1,131,238.120553,1
1,132,27.715665,-1
1,134,125.380963,-1
1,135,35.211993,1
1,137,48.291615,-1
1,138,69.753163,-1
1,141,39.833892,1
1,143,85.109990,-1
1,144,25.651022,-1
1,145,24.644075,1
1,148,99.617548,-1
1,154,60.723141,1
1,155,54.362944,-1
1,157,123.035294,1
1,160,110.439906,-1
1,163,142.195081,-1
1,166,154.214180,1
1,167,87.789201,1
1,169,56.252431,-1
1,170,7.564413,1
1,171,62.258347,1
1,173,10.306784,1
1,175,116.219074,-1
1,176,21.593378,-1
1,178,46.730609,1
1,180,177.588557,1
1,182,43.951130,1
1,183,147.420756,1
1,184,133.920821,-1
1,185,108.849337,1
1,186,21.972243,-1
1,187,94.436064,-1
1,190,117.303888,-1
1,191,84.392979,1
1,195,44.227141,1
1,196,70.204941,1
1,197,93.760162,1
1,201,97.750697,1
1,203,253.227469,-1
1,204,128.643197,-1
1,205,162.754363,1
1,207,52.469520,-1
1,209,212.513450,-1
1,210,380.244687,-1
1,212,128.888842,1
1,213,136.601117,-1
1,216,41.017869,-1
1,218,275.734481,1
1,222,263.757166,-1
1,223,98.396496,-1
1,226,161.238527,1
1,228,46.406464,-1
1,229,190.700289,1
1,230,144.942536,-1
1,231,117.229817,-1
1,232,18.240317,-1
1,234,114.846297,-1
1,235,145.377430,-1
1,237,110.549545,1
1,238,123.455475,1
1,240,114.406453,-1
1,241,3.491633,1
1,242,12.527453,1
1,244,94.830272,1
1,245,157.899594,-1
1,246,36.063967,1
1,249,106.570240,1
1,250,78.402611,-1
1,251,1.681624,1
1,253,15.261123,-1
1,254,20.919910,-1
