1,1,29.8023,15
1,2,27.5549,-1
1,3,142.436,-4
1,4,39.8464,6
1,5,61.8141,11
1,6,135.995,-16
1,7,212.413,-1
1,8,113.722,-3
1,9,95.8972,8
1,10,193.092,-9
1,11,60.1133,-8
1,12,186.235,3
1,13,155.832,-2
1,14,100.529,5
1,15,93.9539,7
1,16,226.93,5
1,17,203.433,-15
1,18,40.2245,3
1,19,83.8853,-10
1,21,117.929,11
1,22,164.736,6
1,23,93.79,-9
1,24,55.4334,-3
1,25,118.121,-1
1,26,71.2072,8
1,27,93.9155,2
1,28,252.194,17
1,29,130.819,-20
1,30,73.2473,-15
1,31,85.1661,8
1,32,220.906,-3
1,34,16.8306,-13
1,35,10.5563,11
1,36,149.873,-20
1,37,98.4223,-6
1,38,86.6283,-4
1,39,2.78582,5
1,40,129.753,3
1,41,33.3496,-1
1,42,143.248,-21
1,44,98.7613,6
1,45,67.4432,-5
1,46,40.6934,-3
1,47,150.532,14
1,48,109.327,-8
1,49,61.2401,-22
1,50,136.682,10
1,51,179.597,-10
1,53,54.7208,-8
1,54,179.415,-4
1,55,38.3078,-7
1,56,162.531,16
1,57,44.5906,3
1,58,95.7461,-12
1,59,23.9458,-7
1,60,35.5208,-9
1,61,76.4669,-3
1,62,60.6274,-20
1,63,127.661,4
1,64,116.549,-4
1,65,138.738,14
1,66,43.8664,-2
1,67,11.135,-9
1,68,64.3786,-9
1,69,65.7194,-1
1,70,242.601,-15
1,71,36.453,1
1,72,6.07447,-8
1,73,186.303,-7
1,74,181.845,5
1,75,158.704,-30
1,76,113.258,19
1,77,227.341,-11
1,78,81.2898,-8
1,79,51.3282,12
1,80,75.6254,-3
1,81,179.737,-7
1,82,14.7202,-9
1,83,85.2801,3
1,84,84.7313,-7
1,85,88.1442,-7
1,86,132.423,-15
1,87,52.1436,-9
1,88,77.7056,-6
1,90,229.679,11
1,91,1.93009,14
1,92,42.1393,12
1,93,270.88,18
1,94,191.524,16
1,95,45.134,5
1,96,161.417,-9
1,97,19.6822,16
1,98,36.2688,-17
1,99,5.45853,-4
1,100,38.0149,12
2,1,48.2097,-14
2,2,14.7456,-2
2,3,34.776,11
2,4,59.391,-11
2,5,84.0154,23
2,6,206.863,23
2,7,176.845,4
2,8,93.9247,-9
2,9,27.8706,12
2,10,110.659,-43
2,11,64.329,22
2,12,107.464,8
2,13,-91.9536,4
2,14,261.448,20
2,15,159.934,-13
2,16,130.317,29
2,17,169.51,39
2,18,26.0595,6
2,19,138.947,35
2,21,134.3,-40
2,22,23.8546,-15
2,23,115.389,26
2,24,65.5019,-10
2,25,159.87,-2
2,26,112.607,26
2,27,104.723,-3
2,28,242.056,22
2,29,93.1518,-39
2,30,119.331,41
2,31,216.164,30
2,32,2.32459,-8
2,33,-24.4389,1
2,34,16.5909,-24
2,35,12.5681,20
2,36,154.786,-48
2,37,84.324,-17
2,38,30.8966,-44
2,39,12.9436,15
2,40,267.92,6
2,41,29.5933,3
2,42,181.003,-49
2,44,5.05487,23
2,45,111.276,-8
2,46,39.9507,-4
2,47,87.9249,33
2,48,49.6668,-12
2,49,178.474,51
2,50,178.019,-9
2,51,119.87,-15
2,52,9.29768,-1
2,53,34.6913,-38
2,54,251.148,21
2,55,126.73,25
2,56,141.115,40
2,57,53.9794,19
2,58,66.573,-51
2,59,44.9783,-16
2,60,59.7751,-24
2,61,141.757,8
2,62,73.8011,16
2,63,165.488,10
2,64,289.426,11
2,65,147.767,-25
2,66,22.2314,13
2,67,-1.50888,17
2,68,92.647,31
2,69,51.7564,7
2,70,179.012,44
2,71,8.86561,-4
2,72,9.66991,22
2,73,216.076,-14
2,74,154.626,-23
2,75,152.143,36
2,76,52.8682,62
2,77,225.058,-39
2,78,83.9816,38
2,79,112.897,31
2,80,164.169,-8
2,81,234.241,9
2,82,-0.366096,27
2,83,20.0005,6
2,84,34.7368,20
2,85,23.5506,-31
2,86,110.61,-49
2,87,110.276,28
2,88,49.0611,9
2,90,157.901,57
2,91,0.543309,24
2,92,46.9062,-27
2,93,43.8434,56
2,94,246.906,-37
2,95,44.2832,4
2,96,220.687,-20
2,97,27.3189,-32
2,98,24.9233,32
2,99,4.56264,6
2,100,65.3213,14
3,1,5.92566,-24
3,2,11.3358,1
3,3,112.89,-8
3,4,28.1644,14
3,5,98.267,-22
3,6,141.57,19
3,7,-49.7838,3
3,8,106.691,4
3,9,82.1454,-13
3,10,101.169,-38
3,11,62.6457,-22
3,12,-12.9634,-7
3,13,95.6133,5
3,14,84.2065,10
3,15,225.306,-18
3,16,121.48,14
3,17,304.296,31
3,18,-2.62916,-8
3,19,55.1028,-13
3,21,122.41,-28
3,22,-10.6861,10
3,23,97.7451,30
3,24,112.878,5
3,25,69.2618,2
3,26,-1.11193,-23
3,27,95.7478,4
3,28,106.481,15
3,29,136.63,24
3,30,70.6138,-23
3,31,193.808,45
3,32,124.77,-9
3,33,326.213,-1
3,34,7.88519,42
3,35,13.7593,-13
3,36,75.8088,34
3,37,98.7078,-14
3,38,34.2429,-11
3,39,6.68013,7
3,40,131.148,-1
3,41,20.8144,-3
3,42,215.462,-40
3,44,38.2707,-3
3,45,18.4834,-11
3,46,26.3197,-5
3,47,115.006,22
3,48,111.94,27
3,49,157.777,48
3,50,138.523,6
3,51,33.9321,-17
3,52,68.5171,-1
3,53,34.2634,-48
3,54,221.263,3
3,55,147.872,-20
3,56,87.2754,32
3,57,58.4032,16
3,58,75.8248,31
3,59,35.6387,23
3,60,45.0265,-21
3,61,139.365,-9
3,62,62.9916,-56
3,63,123.317,11
3,64,181.425,-5
3,65,110.27,-30
3,66,32.9917,-8
3,67,9.31519,-14
